,artist,track,Week,Ranking
10525,Third Eye Blind,Never Let You Go,34,101
10526,Red Hot Chili Peppers,Otherside,34,101
10527,Profyle,Liar,34,101
10528,Barenaked Ladies,Pinch Me,34,101
10529,Jagged Edge,He Can't Love U,34,101
10530,504 Boyz,Wobble Wobble,34,101
10531,Sting,Desert Rose,34,101
10532,Jay-Z,Big Pimpin',34,101
10533,Kid Rock,Only God Knows Why,34,101
10534,Foo Fighters,Learn To Fly,34,101
10535,"Dixie Chicks, The",Goodbye Earl,34,101
10536,Guy,Dancin',34,101
10537,Lil Bow Wow,Bounce With Me,34,101
10538,Westlife,Swear It Again,34,101
10539,Train,Meet Virginia,34,101
10540,"Thomas, Carl",I Wish,34,101
10541,Hanson,This Time Around,34,101
10542,"Simpson, Jessica",I Think I'm In Love With You,34,101
10543,Ludacris,What's Your Fantasy,34,101
10544,Lil' Zane,Callin' Me,34,101
10545,M2M,Don't Say You Love Me,34,101
10546,SoulDecision,Faded,34,101
10547,"Brock, Chad",Yes!,34,101
10548,"Martin, Ricky",Shake Your Bon-Bon,34,101
10549,Vertical Horizon,You're A God,34,101
10550,Avant,Separated,34,101
10551,"Rimes, LeAnn",Big Deal,34,101
10552,IMx,Stay The Night,34,101
10553,Dr. Dre,The Next Episode,34,101
10554,"Spears, Britney",Lucky,34,101
10555,Savage Garden,Crash And Burn,34,101
10556,Kandi,Don't Think I'm Not,34,101
10557,Sammie,I Like It,34,101
10558,Goo Goo Dolls,Broadway,34,101
10559,"Moore, Mandy",I Wanna Be With You,34,101
10560,Dr. Dre,Forgot About Dre,34,101
10561,D'Angelo,Untitled (How Does It Feel),34,101
10562,"Messina, Jo Dee",That's The Way,34,101
10563,Avant,My First Love,34,101
10564,Son By Four,A Puro Dolor (Purest Of Pain),34,101
10565,Da Brat,What'Chu Like,34,101
10566,DMX,Party Up (Up In Here),34,101
10567,"Dixie Chicks, The",Cowboy Take Me Away,34,101
10568,"McGraw, Tim",My Next Thirty Years,34,101
10569,"Tritt, Travis",Best Of Intentions,34,101
10570,Alice Deejay,Better Off Alone,34,101
10571,Hoku,Another Dumb Blonde,34,101
10572,"Houston, Whitney",I Learned From The Best,34,101
10573,Counting Crows,Hanginaround,34,101
10574,Mary Mary,Shackles (Praise You),34,101
10575,"Carey, Mariah",Crybaby,34,101
10576,"McGraw, Tim",My Best Friend,34,101
10577,Sugar Ray,Falls Apart,34,101
10578,Madonna,American Pie,34,101
10579,"Jones, Donell",Where I Wanna Be,34,101
10580,"Paisley, Brad",We Danced,34,101
10581,Lonestar,What About Now,34,101
10582,"Backstreet Boys, The",The One,34,101
10583,"Keith, Toby",How Do You Like Me Now?!,34,101
10584,"Strait, George",The Best Day,34,101
10585,"Dixie Chicks, The",Without You,34,101
10586,Musiq,Just Friends (Sunny),34,101
10587,"McEntire, Reba",What Do You Say,34,101
10588,"Braxton, Toni",Just Be A Man About It,34,101
10589,"Iglesias, Enrique",Rhythm Divine,34,101
10590,"Fabian, Lara",I Will Love Again,34,101
10591,Bon Jovi,It's My Life,34,101
10592,"Evans, Sara",Born To Fly,34,101
10593,"Chesney, Kenny",I Lost It,34,101
10594,J-Shin,One Night Stand,34,101
10595,Eve,Love Is Blind,34,101
10596,Aaliyah,I Don't Wanna,34,101
10597,"Montgomery, John Michael",The Little Girl,34,101
10598,"Carter, Aaron",Aaron's Party (Come Get It),34,101
10599,"Vassar, Phil",Just Another Day In Paradise,34,101
10600,Ice Cube,You Can Do It,34,101
10601,"Wills, Mark",Back At One,34,101
10602,Lucy Pearl,Dance Tonight,34,101
10603,"Jackson, Alan",It Must Be Love,34,101
10604,"Griggs, Andy",She's More,34,101
10605,No Doubt,Simple Kind Of Life,34,101
10606,"Jean, Wyclef",911,34,101
10607,Rascal Flatts,Prayin' For Daylight,34,101
10608,Vitamin C,Graduation (Friends Forever),34,101
10609,"Gilman, Billy",One Voice,34,101
10610,Lonestar,Smile,34,101
10611,"Rogers, Kenny",Buy Me A Rose,34,101
10612,"Lawrence, Tracy",Lessons Learned,34,101
10613,"Strait, George",Go On,34,101
10614,Sisqo,Got To Get It,34,101
10615,Baha Men,Who Let The Dogs Out,34,101
10616,"Walker, Clay",The Chain Of Love,34,101
10617,"McBride, Martina",Love's The Only House,34,101
10618,Amber,Sexual (Li Da Di),34,101
10619,"Tippin, Aaron",Kiss This,34,101
10620,SheDaisy,I Will.. But,34,101
10621,"Raye, Collin",Couldn't Last A Moment,34,101
10622,Black Rob,Whoa!,34,101
10623,"Jackson, Alan",Pop A Top,34,101
10624,"Black, Clint",Been There,34,101
10625,Common,The Light,34,101
10626,"Vassar, Phil",Carlene,34,101
10627,"Jackson, Alan",www.memory,34,101
10628,Vitamin C,The Itch,34,101
10629,"Eastsidaz, The",G'D Up,34,101
10630,Ideal,Whatever,34,101
10631,"Thomas, Carl",Emotional,34,101
10632,Ginuwine,None Of Ur Friends Business,34,101
10633,"Davidson, Clay",Unconditional,34,101
10634,DMX,What You Want,34,101
10635,"John, Elton",Someday Out Of The Blue,34,101
10636,Pearl Jam,Nothing As It Seems,34,101
10637,Mya,The Best Of Me,34,101
10638,"Heatherly, Eric",Flowers On The Wall,34,101
10639,Eminem,Stan,34,101
10640,"McEntire, Reba",I'll Be,34,101
10641,"Lopez, Jennifer",Feelin' Good,34,101
10642,"Urban, Keith",Your Everything,34,101
10643,TLC,Dear Lie,34,101
10644,"Gill, Vince",Feels Like Love,34,101
10645,"Houston, Whitney",Could I Have This Kiss Forever,34,101
10646,Bloodhound Gang,The Bad Touch,34,101
10647,"Williams, Robbie",Angels,34,101
10648,"Messina, Jo Dee",Because You Love Me,34,101
10649,"Keith, Toby",Country Comes To Town,34,101
10650,Beenie Man,Girls Dem Sugar,34,101
10651,"Hill, Faith",Let's Make Love,34,101
10652,Kelis,Caught Out There,34,101
10653,Jay-Z,Anything,34,101
10654,3 Doors Down,Loser,34,101
10655,Brooks & Dunn,You'll Always Be Loved By Me,34,101
10656,"Chesney, Kenny",What I Need To Do,34,101
10657,"Stone, Angie",No More Rain (In This Cloud),34,101
10658,Da Brat,That's What I'm Looking For,34,101
10659,SheDaisy,This Woman Needs,34,101
10660,Papa Roach,Last Resort,34,101
10661,"Adams, Yolanda",Open My Heart,34,101
10662,Shyne,Bad Boyz,34,101
10663,R.E.M.,The Great Beyond,34,101
10664,"Diffie, Joe",It's Always Somethin',34,101
10665,"McGraw, Tim",Some Things Never Change,34,101
10666,"Henley, Don",Taking You Home,34,101
10667,Eminem,The Way I Am,34,101
10668,Nas,You Owe Me,34,101
10669,Sister Hazel,Change Your Mind,34,101
10670,Puff Daddy,Best Friend,34,101
10671,"McBride, Martina",There You Are,34,101
10672,Usher,Pop Ya Collar,34,101
10673,Lil' Kim,No Matter What They Say,34,101
10674,LFO,I Don't Wanna Kiss You Goodnight,34,101
10675,SheDaisy,Deck The Halls,34,101
10676,Splender,I Think God Can Explain,34,101
10677,"Simpson, Jessica",Where You Are,34,101
10678,M2M,Mirror Mirror,34,101
10679,Kumbia Kings,U Don't Love Me,34,101
10680,Joe,Treat Her Like A Lady,34,101
10681,"Blige, Mary J.",Deep Inside,34,101
10682,"Price, Kelly",You Should've Told Me,34,101
10683,Changing Faces,That Other Woman,34,101
10684,"Wright, Chely",It Was,34,101
10685,Limp Bizkit,Rollin',34,101
10686,Hot Boys,I Need A Hot Girl,34,101
10687,Jay-Z,Do It Again (Put Ya Hands Up),34,101
10688,"Adkins, Trace",More,34,101
10689,"Dixie Chicks, The",Cold Day In July,34,101
10690,"Price, Kelly",As We Lay,34,101
10691,DMX,What's My Name,34,101
10692,"Martin, Ricky",Private Emotion,34,101
10693,Nine Days,If I Am,34,101
10694,"Blige, Mary J.",Give Me You,34,101
10695,Red Hot Chili Peppers,Californication,34,101
10696,Third Eye Blind,Deep Inside Of You,34,101
10697,"Brooks, Garth",Do What You Gotta Do,34,101
10698,"Offspring, The",Original Prankster,34,101
10699,"Anthony, Marc",My Baby You,34,101
10700,"Houston, Whitney","Same Script, Different Cast",34,101
10701,D'Angelo,Left & Right,34,101
10702,"Kravitz, Lenny",I Belong To You,34,101
10703,"Loveless, Patty",That's The Kind Of Mood I'm In,34,101
10704,Q-Tip,Breathe And Stop,34,101
10705,"Rimes, LeAnn",Can't Fight The Moonlight,34,101
10706,Lil Wayne,Tha Block Is Hot,34,101
10707,2 Pac,Baby Don't Cry (Keep Ya Head Up II),34,101
10708,"Wallflowers, The",Sleepwalker,34,101
10709,Drama,"Left, Right, Left",34,101
10710,Limp Bizkit,N 2 Gether Now,34,101
10711,Lox,"Ryde or Die, Chick",34,101
10712,Ying Yang Twins,Whistle While You Twurk,34,101
10713,"Walker, Clay","Live, Laugh, Love",34,101
10714,Metallica,No Leaf Clover (Live),34,101
10715,Yankee Grey,Another Nine Minutes,34,101
10716,"Bega, Lou",Tricky Tricky ,34,101
10717,Big Punisher,It's So Hard,34,101
10718,"Worley, Darryl",When You Need My Love,34,101
10719,Lil' Kim,How Many Licks?,34,101
10720,"Clark, Terri",A Little Gasoline,34,101
10721,"Brock, Chad",A Country Boy Can Survive,34,101
10722,"Cagle, Chris",My Love Goes On And On,34,101
10723,"Byrd, Tracy",Put Your Hand In Mine,34,101
10724,Metallica,I Disappear,34,101
10725,Jay-Z,Hey Papi,34,101
10726,Fatboy Slim,The Rockafeller Skank,34,101
10727,"Levert, Gerald",Mr. Too Damn Good,34,101
10728,"McKnight, Brian",Stay Or Let It Go,34,101
10729,"Allan, Gary",Smoke Rings In The Dark,34,101
10730,Ginuwine,The Best Man I Can Be,34,101
10731,Before Dark,Monica,34,101
10732,"Estefan, Gloria",No Me Dejes De Querer,34,101
10733,Stone Temple Pilots,Sour Girl,34,101
10734,Montgomery Gentry,Daddy Won't Sell The Farm,34,101
10735,"Cyrus, Billy Ray",You Won't Be Lonely Now,34,101
10736,Clark Family Experience,Meanwhile Back At The Ranch,34,101
10737,"Thomas, Carl",Summer Rain,34,101
10738,"Yearwood, Trisha",Real Live Woman,34,101
10739,Trick Daddy,Shut Up,34,101
10740,"Moore, Chante",Straight Up,34,101
10741,Cam'ron,What Means The World To You,34,101
10742,Juvenile,U Understand,34,101
10743,"Hollister, Dave",Can't Stay,34,101
10744,Tamia,Can't Go For That,34,101
10745,LFO,West Side Story,34,101
10746,"Paisley, Brad",Me Neither,34,101
10747,"Carter, Torrey",Take That,34,101
10748,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),34,101
10749,Madison Avenue,Don't Call Me Baby,34,101
10750,Eve,Got It All,34,101
10751,Limp Bizkit,Re-Arranged,34,101
10752,"Spencer, Tracie",Still In My Heart,34,101
10753,Nu Flavor,3 Little Words,34,101
10754,Tamar,If You Don't Wanna Love Me,34,101
10755,"Levert, Gerald",Baby U Are,34,101
10756,"Hart, Beth",L.A. Song,34,101
10757,"Diffie, Joe",The Quittin' Kind,34,101
10758,Funkmaster Flex,Do You,34,101
10759,"Price, Kelly",Love Sets You Free,34,101
10760,En Vogue,Riddle,34,101
10761,"Herndon, Ty",No Mercy,34,101
10762,Anastacia,I'm Outta Love,34,101
10763,Trina,Pull Over,34,101
10764,Lil' Mo,Ta Da,34,101
10765,A*Teens,Dancing Queen,34,101
10766,"Sheist, Shade",Where I Wanna Be,34,101
10767,De La Soul,All Good?,34,101
10768,"Larrieux, Amel",Get Up,34,101
10769,"Braxton, Toni",Spanish Guitar,34,101
10770,Tuesday,I Know,34,101
10771,LL Cool J,Imagine That,34,101
10772,Master P,Souljas,34,101
10773,Ghostface Killah,Cherchez LaGhost,34,101
10774,"Smith, Will",Freakin' It,34,101
10775,Zombie Nation,Kernkraft 400,34,101
10776,"Eastsidaz, The",Got Beef,34,101
10777,Fragma,Toca's Miracle,34,101
10778,Destiny's Child,Independent Women Part I,35,101
10779,Santana,"Maria, Maria",35,101
10780,Savage Garden,I Knew I Loved You,35,101
10781,Madonna,Music,35,101
10782,"Aguilera, Christina",Come On Over Baby (All I Want Is You),35,101
10783,Janet,Doesn't Really Matter,35,101
10784,Destiny's Child,Say My Name,35,101
10785,"Iglesias, Enrique",Be With You,35,101
10786,Sisqo,Incomplete,35,101
10787,Lonestar,Amazed,35,14
10788,N'Sync,It's Gonna Be Me,35,101
10789,"Aguilera, Christina",What A Girl Wants,35,101
10790,Vertical Horizon,Everything You Want,35,27
10791,Creed,With Arms Wide Open,35,5
10792,Aaliyah,Try Again,35,101
10793,matchbox twenty,Bent,35,33
10794,"Carey, Mariah",Thank God I Found You,35,101
10795,"Hill, Faith",Breathe,35,8
10796,Mya,Case Of The Ex (Whatcha Gonna Do),35,101
10797,Dream,He Loves U Not,35,101
10798,"Braxton, Toni",He Wasn't Man Enough,35,34
10799,"Anthony, Marc",You Sang To Me,35,101
10800,98¡,Give Me Just One Night (Una Noche),35,101
10801,Destiny's Child,Jumpin' Jumpin',35,101
10802,3 Doors Down,Kryptonite,35,4
10803,Sisqo,Thong Song,35,101
10804,"Aguilera, Christina",I Turn To You,35,101
10805,"Houston, Whitney",My Love Is Your Love,35,101
10806,Joe,I Wanna Know,35,5
10807,"Jordan, Montell",Get It On.. Tonite,35,101
10808,N'Sync,Bye Bye Bye,35,101
10809,Eminem,The Real Slim Shady,35,101
10810,Pink,Most Girls,35,101
10811,"Mumba, Samantha",Gotta Tell You,35,101
10812,Blaque,Bring It All To Me,35,101
10813,"Elliott, Missy ""Misdemeanor""",Hot Boyz,35,101
10814,"Gray, Macy",I Try,35,101
10815,N'Sync,This I Promise You,35,101
10816,Ruff Endz,No More,35,101
10817,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,35,101
10818,Nine Days,Absolutely (Story Of A Girl),35,101
10819,"Dion, Celine",That's The Way It Is,35,101
10820,Blink-182,All The Small Things,35,101
10821,Eiffel 65,Blue (Da Ba Dee),35,101
10822,"Badu, Erkyah",Bag Lady,35,101
10823,Pink,There U Go,35,101
10824,Creed,Higher,35,22
10825,Nelly,(Hot S**t) Country Grammar,35,101
10826,Next,Wifey,35,101
10827,Kenny G,Auld Lang Syne (The Millenium Mix),35,101
10828,Sonique,It Feels So Good,35,101
10829,"Spears, Britney",Oops!.. I Did It Again,35,101
10830,"Backstreet Boys, The",Shape Of My Heart,35,101
10831,Everclear,Wonderful,35,101
10832,Ja Rule,Between Me And You,35,101
10833,"Rimes, LeAnn",I Need You,35,101
10834,Smash Mouth,Then The Morning Comes,35,101
10835,Jay-Z,I Just Wanna Love U (Give It 2 Me),35,101
10836,Jagged Edge,Let's Get Married,35,101
10837,Filter,Take A Picture,35,101
10838,"Martin, Ricky",She Bangs,35,101
10839,Mystikal,Shake Ya Ass,35,101
10840,BBMak,Back Here,35,101
10841,"Spears, Britney",From The Bottom Of My Broken Heart,35,101
10842,Third Eye Blind,Never Let You Go,35,101
10843,Red Hot Chili Peppers,Otherside,35,101
10844,Profyle,Liar,35,101
10845,Barenaked Ladies,Pinch Me,35,101
10846,Jagged Edge,He Can't Love U,35,101
10847,504 Boyz,Wobble Wobble,35,101
10848,Sting,Desert Rose,35,101
10849,Jay-Z,Big Pimpin',35,101
10850,Kid Rock,Only God Knows Why,35,101
10851,Foo Fighters,Learn To Fly,35,101
10852,"Dixie Chicks, The",Goodbye Earl,35,101
10853,Guy,Dancin',35,101
10854,Lil Bow Wow,Bounce With Me,35,101
10855,Westlife,Swear It Again,35,101
10856,Train,Meet Virginia,35,101
10857,"Thomas, Carl",I Wish,35,101
10858,Hanson,This Time Around,35,101
10859,"Simpson, Jessica",I Think I'm In Love With You,35,101
10860,Ludacris,What's Your Fantasy,35,101
10861,Lil' Zane,Callin' Me,35,101
10862,M2M,Don't Say You Love Me,35,101
10863,SoulDecision,Faded,35,101
10864,"Brock, Chad",Yes!,35,101
10865,"Martin, Ricky",Shake Your Bon-Bon,35,101
10866,Vertical Horizon,You're A God,35,101
10867,Avant,Separated,35,101
10868,"Rimes, LeAnn",Big Deal,35,101
10869,IMx,Stay The Night,35,101
10870,Dr. Dre,The Next Episode,35,101
10871,"Spears, Britney",Lucky,35,101
10872,Savage Garden,Crash And Burn,35,101
10873,Kandi,Don't Think I'm Not,35,101
10874,Sammie,I Like It,35,101
10875,Goo Goo Dolls,Broadway,35,101
10876,"Moore, Mandy",I Wanna Be With You,35,101
10877,Dr. Dre,Forgot About Dre,35,101
10878,D'Angelo,Untitled (How Does It Feel),35,101
10879,"Messina, Jo Dee",That's The Way,35,101
10880,Avant,My First Love,35,101
10881,Son By Four,A Puro Dolor (Purest Of Pain),35,101
10882,Da Brat,What'Chu Like,35,101
10883,DMX,Party Up (Up In Here),35,101
10884,"Dixie Chicks, The",Cowboy Take Me Away,35,101
10885,"McGraw, Tim",My Next Thirty Years,35,101
10886,"Tritt, Travis",Best Of Intentions,35,101
10887,Alice Deejay,Better Off Alone,35,101
10888,Hoku,Another Dumb Blonde,35,101
10889,"Houston, Whitney",I Learned From The Best,35,101
10890,Counting Crows,Hanginaround,35,101
10891,Mary Mary,Shackles (Praise You),35,101
10892,"Carey, Mariah",Crybaby,35,101
10893,"McGraw, Tim",My Best Friend,35,101
10894,Sugar Ray,Falls Apart,35,101
10895,Madonna,American Pie,35,101
10896,"Jones, Donell",Where I Wanna Be,35,101
10897,"Paisley, Brad",We Danced,35,101
10898,Lonestar,What About Now,35,101
10899,"Backstreet Boys, The",The One,35,101
10900,"Keith, Toby",How Do You Like Me Now?!,35,101
10901,"Strait, George",The Best Day,35,101
10902,"Dixie Chicks, The",Without You,35,101
10903,Musiq,Just Friends (Sunny),35,101
10904,"McEntire, Reba",What Do You Say,35,101
10905,"Braxton, Toni",Just Be A Man About It,35,101
10906,"Iglesias, Enrique",Rhythm Divine,35,101
10907,"Fabian, Lara",I Will Love Again,35,101
10908,Bon Jovi,It's My Life,35,101
10909,"Evans, Sara",Born To Fly,35,101
10910,"Chesney, Kenny",I Lost It,35,101
10911,J-Shin,One Night Stand,35,101
10912,Eve,Love Is Blind,35,101
10913,Aaliyah,I Don't Wanna,35,101
10914,"Montgomery, John Michael",The Little Girl,35,101
10915,"Carter, Aaron",Aaron's Party (Come Get It),35,101
10916,"Vassar, Phil",Just Another Day In Paradise,35,101
10917,Ice Cube,You Can Do It,35,101
10918,"Wills, Mark",Back At One,35,101
10919,Lucy Pearl,Dance Tonight,35,101
10920,"Jackson, Alan",It Must Be Love,35,101
10921,"Griggs, Andy",She's More,35,101
10922,No Doubt,Simple Kind Of Life,35,101
10923,"Jean, Wyclef",911,35,101
10924,Rascal Flatts,Prayin' For Daylight,35,101
10925,Vitamin C,Graduation (Friends Forever),35,101
10926,"Gilman, Billy",One Voice,35,101
10927,Lonestar,Smile,35,101
10928,"Rogers, Kenny",Buy Me A Rose,35,101
10929,"Lawrence, Tracy",Lessons Learned,35,101
10930,"Strait, George",Go On,35,101
10931,Sisqo,Got To Get It,35,101
10932,Baha Men,Who Let The Dogs Out,35,101
10933,"Walker, Clay",The Chain Of Love,35,101
10934,"McBride, Martina",Love's The Only House,35,101
10935,Amber,Sexual (Li Da Di),35,101
10936,"Tippin, Aaron",Kiss This,35,101
10937,SheDaisy,I Will.. But,35,101
10938,"Raye, Collin",Couldn't Last A Moment,35,101
10939,Black Rob,Whoa!,35,101
10940,"Jackson, Alan",Pop A Top,35,101
10941,"Black, Clint",Been There,35,101
10942,Common,The Light,35,101
10943,"Vassar, Phil",Carlene,35,101
10944,"Jackson, Alan",www.memory,35,101
10945,Vitamin C,The Itch,35,101
10946,"Eastsidaz, The",G'D Up,35,101
10947,Ideal,Whatever,35,101
10948,"Thomas, Carl",Emotional,35,101
10949,Ginuwine,None Of Ur Friends Business,35,101
10950,"Davidson, Clay",Unconditional,35,101
10951,DMX,What You Want,35,101
10952,"John, Elton",Someday Out Of The Blue,35,101
10953,Pearl Jam,Nothing As It Seems,35,101
10954,Mya,The Best Of Me,35,101
10955,"Heatherly, Eric",Flowers On The Wall,35,101
10956,Eminem,Stan,35,101
10957,"McEntire, Reba",I'll Be,35,101
10958,"Lopez, Jennifer",Feelin' Good,35,101
10959,"Urban, Keith",Your Everything,35,101
10960,TLC,Dear Lie,35,101
10961,"Gill, Vince",Feels Like Love,35,101
10962,"Houston, Whitney",Could I Have This Kiss Forever,35,101
10963,Bloodhound Gang,The Bad Touch,35,101
10964,"Williams, Robbie",Angels,35,101
10965,"Messina, Jo Dee",Because You Love Me,35,101
10966,"Keith, Toby",Country Comes To Town,35,101
10967,Beenie Man,Girls Dem Sugar,35,101
10968,"Hill, Faith",Let's Make Love,35,101
10969,Kelis,Caught Out There,35,101
10970,Jay-Z,Anything,35,101
10971,3 Doors Down,Loser,35,101
10972,Brooks & Dunn,You'll Always Be Loved By Me,35,101
10973,"Chesney, Kenny",What I Need To Do,35,101
10974,"Stone, Angie",No More Rain (In This Cloud),35,101
10975,Da Brat,That's What I'm Looking For,35,101
10976,SheDaisy,This Woman Needs,35,101
10977,Papa Roach,Last Resort,35,101
10978,"Adams, Yolanda",Open My Heart,35,101
10979,Shyne,Bad Boyz,35,101
10980,R.E.M.,The Great Beyond,35,101
10981,"Diffie, Joe",It's Always Somethin',35,101
10982,"McGraw, Tim",Some Things Never Change,35,101
10983,"Henley, Don",Taking You Home,35,101
10984,Eminem,The Way I Am,35,101
10985,Nas,You Owe Me,35,101
10986,Sister Hazel,Change Your Mind,35,101
10987,Puff Daddy,Best Friend,35,101
10988,"McBride, Martina",There You Are,35,101
10989,Usher,Pop Ya Collar,35,101
10990,Lil' Kim,No Matter What They Say,35,101
10991,LFO,I Don't Wanna Kiss You Goodnight,35,101
10992,SheDaisy,Deck The Halls,35,101
10993,Splender,I Think God Can Explain,35,101
10994,"Simpson, Jessica",Where You Are,35,101
10995,M2M,Mirror Mirror,35,101
10996,Kumbia Kings,U Don't Love Me,35,101
10997,Joe,Treat Her Like A Lady,35,101
10998,"Blige, Mary J.",Deep Inside,35,101
10999,"Price, Kelly",You Should've Told Me,35,101
11000,Changing Faces,That Other Woman,35,101
11001,"Wright, Chely",It Was,35,101
11002,Limp Bizkit,Rollin',35,101
11003,Hot Boys,I Need A Hot Girl,35,101
11004,Jay-Z,Do It Again (Put Ya Hands Up),35,101
11005,"Adkins, Trace",More,35,101
11006,"Dixie Chicks, The",Cold Day In July,35,101
11007,"Price, Kelly",As We Lay,35,101
11008,DMX,What's My Name,35,101
11009,"Martin, Ricky",Private Emotion,35,101
11010,Nine Days,If I Am,35,101
11011,"Blige, Mary J.",Give Me You,35,101
11012,Red Hot Chili Peppers,Californication,35,101
11013,Third Eye Blind,Deep Inside Of You,35,101
11014,"Brooks, Garth",Do What You Gotta Do,35,101
11015,"Offspring, The",Original Prankster,35,101
11016,"Anthony, Marc",My Baby You,35,101
11017,"Houston, Whitney","Same Script, Different Cast",35,101
11018,D'Angelo,Left & Right,35,101
11019,"Kravitz, Lenny",I Belong To You,35,101
11020,"Loveless, Patty",That's The Kind Of Mood I'm In,35,101
11021,Q-Tip,Breathe And Stop,35,101
11022,"Rimes, LeAnn",Can't Fight The Moonlight,35,101
11023,Lil Wayne,Tha Block Is Hot,35,101
11024,2 Pac,Baby Don't Cry (Keep Ya Head Up II),35,101
11025,"Wallflowers, The",Sleepwalker,35,101
11026,Drama,"Left, Right, Left",35,101
11027,Limp Bizkit,N 2 Gether Now,35,101
11028,Lox,"Ryde or Die, Chick",35,101
11029,Ying Yang Twins,Whistle While You Twurk,35,101
11030,"Walker, Clay","Live, Laugh, Love",35,101
11031,Metallica,No Leaf Clover (Live),35,101
11032,Yankee Grey,Another Nine Minutes,35,101
11033,"Bega, Lou",Tricky Tricky ,35,101
11034,Big Punisher,It's So Hard,35,101
11035,"Worley, Darryl",When You Need My Love,35,101
11036,Lil' Kim,How Many Licks?,35,101
11037,"Clark, Terri",A Little Gasoline,35,101
11038,"Brock, Chad",A Country Boy Can Survive,35,101
11039,"Cagle, Chris",My Love Goes On And On,35,101
11040,"Byrd, Tracy",Put Your Hand In Mine,35,101
11041,Metallica,I Disappear,35,101
11042,Jay-Z,Hey Papi,35,101
11043,Fatboy Slim,The Rockafeller Skank,35,101
11044,"Levert, Gerald",Mr. Too Damn Good,35,101
11045,"McKnight, Brian",Stay Or Let It Go,35,101
11046,"Allan, Gary",Smoke Rings In The Dark,35,101
11047,Ginuwine,The Best Man I Can Be,35,101
11048,Before Dark,Monica,35,101
11049,"Estefan, Gloria",No Me Dejes De Querer,35,101
11050,Stone Temple Pilots,Sour Girl,35,101
11051,Montgomery Gentry,Daddy Won't Sell The Farm,35,101
11052,"Cyrus, Billy Ray",You Won't Be Lonely Now,35,101
11053,Clark Family Experience,Meanwhile Back At The Ranch,35,101
11054,"Thomas, Carl",Summer Rain,35,101
11055,"Yearwood, Trisha",Real Live Woman,35,101
11056,Trick Daddy,Shut Up,35,101
11057,"Moore, Chante",Straight Up,35,101
11058,Cam'ron,What Means The World To You,35,101
11059,Juvenile,U Understand,35,101
11060,"Hollister, Dave",Can't Stay,35,101
11061,Tamia,Can't Go For That,35,101
11062,LFO,West Side Story,35,101
11063,"Paisley, Brad",Me Neither,35,101
11064,"Carter, Torrey",Take That,35,101
11065,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),35,101
11066,Madison Avenue,Don't Call Me Baby,35,101
11067,Eve,Got It All,35,101
11068,Limp Bizkit,Re-Arranged,35,101
11069,"Spencer, Tracie",Still In My Heart,35,101
11070,Nu Flavor,3 Little Words,35,101
11071,Tamar,If You Don't Wanna Love Me,35,101
11072,"Levert, Gerald",Baby U Are,35,101
11073,"Hart, Beth",L.A. Song,35,101
11074,"Diffie, Joe",The Quittin' Kind,35,101
11075,Funkmaster Flex,Do You,35,101
11076,"Price, Kelly",Love Sets You Free,35,101
11077,En Vogue,Riddle,35,101
11078,"Herndon, Ty",No Mercy,35,101
11079,Anastacia,I'm Outta Love,35,101
11080,Trina,Pull Over,35,101
11081,Lil' Mo,Ta Da,35,101
11082,A*Teens,Dancing Queen,35,101
11083,"Sheist, Shade",Where I Wanna Be,35,101
11084,De La Soul,All Good?,35,101
11085,"Larrieux, Amel",Get Up,35,101
11086,"Braxton, Toni",Spanish Guitar,35,101
11087,Tuesday,I Know,35,101
11088,LL Cool J,Imagine That,35,101
11089,Master P,Souljas,35,101
11090,Ghostface Killah,Cherchez LaGhost,35,101
11091,"Smith, Will",Freakin' It,35,101
11092,Zombie Nation,Kernkraft 400,35,101
11093,"Eastsidaz, The",Got Beef,35,101
11094,Fragma,Toca's Miracle,35,101
11095,Destiny's Child,Independent Women Part I,36,101
11096,Santana,"Maria, Maria",36,101
11097,Savage Garden,I Knew I Loved You,36,101
11098,Madonna,Music,36,101
11099,"Aguilera, Christina",Come On Over Baby (All I Want Is You),36,101
11100,Janet,Doesn't Really Matter,36,101
11101,Destiny's Child,Say My Name,36,101
11102,"Iglesias, Enrique",Be With You,36,101
11103,Sisqo,Incomplete,36,101
11104,Lonestar,Amazed,36,17
11105,N'Sync,It's Gonna Be Me,36,101
11106,"Aguilera, Christina",What A Girl Wants,36,101
11107,Vertical Horizon,Everything You Want,36,29
11108,Creed,With Arms Wide Open,36,5
11109,Aaliyah,Try Again,36,101
11110,matchbox twenty,Bent,36,37
11111,"Carey, Mariah",Thank God I Found You,36,101
11112,"Hill, Faith",Breathe,36,11
11113,Mya,Case Of The Ex (Whatcha Gonna Do),36,101
11114,Dream,He Loves U Not,36,101
11115,"Braxton, Toni",He Wasn't Man Enough,36,41
11116,"Anthony, Marc",You Sang To Me,36,101
11117,98¡,Give Me Just One Night (Una Noche),36,101
11118,Destiny's Child,Jumpin' Jumpin',36,101
11119,3 Doors Down,Kryptonite,36,5
11120,Sisqo,Thong Song,36,101
11121,"Aguilera, Christina",I Turn To You,36,101
